@relation 'jAudio_clustered-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-R554-662-weka.filters.unsupervised.attribute.Remove-R51-232-weka.filters.unsupervised.attribute.Remove-R101-282-weka.filters.unsupervised.attribute.Remove-R190-191_clustered'

@attribute Instance_number numeric
@attribute 'Beat Histogram Overall Average7' numeric
@attribute 'Beat Histogram Overall Average6' numeric
@attribute 'Beat Histogram Overall Average26' numeric
@attribute 'Beat Histogram Overall Average25' numeric
@attribute 'Beat Histogram Overall Average54' numeric
@attribute 'Beat Histogram Overall Average23' numeric
@attribute 'Beat Histogram Overall Average2' numeric
@attribute 'Beat Histogram Overall Average28' numeric
@attribute 'Beat Histogram Overall Average0' numeric
@attribute 'Beat Histogram Overall Average12' numeric
@attribute 'Beat Histogram Overall Average10' numeric
@attribute 'Beat Histogram Overall Average29' numeric
@attribute 'Beat Histogram Overall Average13' numeric
@attribute 'Beat Histogram Overall Average8' numeric
@attribute 'Beat Histogram Overall Average39' numeric
@attribute 'Beat Histogram Overall Average16' numeric
@attribute 'Beat Histogram Overall Average18' numeric
@attribute 'Beat Histogram Overall Average1' numeric
@attribute 'Beat Histogram Overall Average11' numeric
@attribute 'Beat Histogram Overall Average27' numeric
@attribute 'Beat Histogram Overall Average19' numeric
@attribute 'Beat Histogram Overall Average17' numeric
@attribute 'Beat Histogram Overall Average158' numeric
@attribute 'Beat Histogram Overall Average66' numeric
@attribute 'Beat Histogram Overall Average9' numeric
@attribute 'Beat Histogram Overall Average159' numeric
@attribute 'Beat Histogram Overall Average72' numeric
@attribute 'Beat Histogram Overall Average4' numeric
@attribute 'Beat Histogram Overall Average44' numeric
@attribute 'Beat Histogram Overall Average30' numeric
@attribute 'Beat Histogram Overall Average38' numeric
@attribute 'Beat Histogram Overall Average65' numeric
@attribute 'Beat Histogram Overall Average36' numeric
@attribute 'Beat Histogram Overall Average67' numeric
@attribute 'Beat Histogram Overall Average15' numeric
@attribute 'Beat Histogram Overall Average93' numeric
@attribute 'Beat Histogram Overall Average64' numeric
@attribute 'Beat Histogram Overall Average46' numeric
@attribute 'Beat Histogram Overall Average20' numeric
@attribute 'Beat Histogram Overall Average160' numeric
@attribute 'Beat Histogram Overall Average85' numeric
@attribute 'Beat Histogram Overall Average168' numeric
@attribute 'Beat Histogram Overall Average83' numeric
@attribute 'Beat Histogram Overall Average5' numeric
@attribute 'Beat Histogram Overall Average43' numeric
@attribute 'Beat Histogram Overall Average169' numeric
@attribute 'Beat Histogram Overall Average73' numeric
@attribute 'Beat Histogram Overall Average63' numeric
@attribute 'Beat Histogram Overall Average48' numeric
@attribute 'Beat Histogram Overall Average45' numeric
@attribute 'Beat Histogram Overall Standard Deviation231' numeric
@attribute 'Beat Histogram Overall Standard Deviation227' numeric
@attribute 'Beat Histogram Overall Standard Deviation226' numeric
@attribute 'Beat Histogram Overall Standard Deviation228' numeric
@attribute 'Beat Histogram Overall Standard Deviation230' numeric
@attribute 'Beat Histogram Overall Standard Deviation229' numeric
@attribute 'Beat Histogram Overall Standard Deviation225' numeric
@attribute 'Beat Histogram Overall Standard Deviation207' numeric
@attribute 'Beat Histogram Overall Standard Deviation217' numeric
@attribute 'Beat Histogram Overall Standard Deviation220' numeric
@attribute 'Beat Histogram Overall Standard Deviation222' numeric
@attribute 'Beat Histogram Overall Standard Deviation221' numeric
@attribute 'Beat Histogram Overall Standard Deviation219' numeric
@attribute 'Beat Histogram Overall Standard Deviation224' numeric
@attribute 'Beat Histogram Overall Standard Deviation206' numeric
@attribute 'Beat Histogram Overall Standard Deviation213' numeric
@attribute 'Beat Histogram Overall Standard Deviation223' numeric
@attribute 'Beat Histogram Overall Standard Deviation218' numeric
@attribute 'Beat Histogram Overall Standard Deviation214' numeric
@attribute 'Beat Histogram Overall Standard Deviation215' numeric
@attribute 'Beat Histogram Overall Standard Deviation209' numeric
@attribute 'Beat Histogram Overall Standard Deviation202' numeric
@attribute 'Beat Histogram Overall Standard Deviation205' numeric
@attribute 'Beat Histogram Overall Standard Deviation204' numeric
@attribute 'Beat Histogram Overall Standard Deviation212' numeric
@attribute 'Beat Histogram Overall Standard Deviation216' numeric
@attribute 'Beat Histogram Overall Standard Deviation210' numeric
@attribute 'Beat Histogram Overall Standard Deviation203' numeric
@attribute 'Beat Histogram Overall Standard Deviation187' numeric
@attribute 'Beat Histogram Overall Standard Deviation211' numeric
@attribute 'Beat Histogram Overall Standard Deviation186' numeric
@attribute 'Beat Histogram Overall Standard Deviation199' numeric
@attribute 'Beat Histogram Overall Standard Deviation208' numeric
@attribute 'Beat Histogram Overall Standard Deviation200' numeric
@attribute 'Beat Histogram Overall Standard Deviation201' numeric
@attribute 'Beat Histogram Overall Standard Deviation189' numeric
@attribute 'Beat Histogram Overall Standard Deviation188' numeric
@attribute 'Beat Histogram Overall Standard Deviation190' numeric
@attribute 'Beat Histogram Overall Standard Deviation198' numeric
@attribute 'Beat Histogram Overall Standard Deviation185' numeric
@attribute 'Beat Histogram Overall Standard Deviation196' numeric
@attribute 'Beat Histogram Overall Standard Deviation197' numeric
@attribute 'Beat Histogram Overall Standard Deviation184' numeric
@attribute 'Beat Histogram Overall Standard Deviation194' numeric
@attribute 'Beat Histogram Overall Standard Deviation183' numeric
@attribute 'Beat Histogram Overall Standard Deviation193' numeric
@attribute 'Beat Histogram Overall Standard Deviation192' numeric
@attribute 'Beat Histogram Overall Standard Deviation195' numeric
@attribute 'Beat Histogram Overall Standard Deviation175' numeric
@attribute 'Beat Histogram Overall Standard Deviation191' numeric
@attribute 'Standard Deviation of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Running Mean of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Spectral Flux Overall Average0' numeric
@attribute 'Standard Deviation of Spectral Flux Overall Average0' numeric
@attribute 'Running Mean of Spectral Flux Overall Average0' numeric
@attribute 'Standard Deviation of MFCC Overall Average0' numeric
@attribute 'Running Mean of MFCC Overall Average0' numeric
@attribute 'MFCC Overall Average0' numeric
@attribute 'Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Standard Deviation of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Running Mean of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation11' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation10' numeric
@attribute 'MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation4' numeric
@attribute 'Derivative of Standard Deviation of Spectral Flux Overall Average0' numeric
@attribute 'MFCC Overall Standard Deviation12' numeric
@attribute 'MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation6' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation7' numeric
@attribute 'MFCC Overall Standard Deviation11' numeric
@attribute 'Running Mean of MFCC Overall Average6' numeric
@attribute 'MFCC Overall Standard Deviation6' numeric
@attribute 'MFCC Overall Average6' numeric
@attribute 'MFCC Overall Standard Deviation7' numeric
@attribute 'MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation5' numeric
@attribute 'Running Mean of Compactness Overall Average0' numeric
@attribute 'Standard Deviation of Compactness Overall Average0' numeric
@attribute 'Compactness Overall Average0' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation1' numeric
@attribute 'MFCC Overall Standard Deviation4' numeric
@attribute 'MFCC Overall Standard Deviation5' numeric
@attribute 'MFCC Overall Average3' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of Running Mean of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of Standard Deviation of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Running Mean of MFCC Overall Average3' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation11' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation10' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation12' numeric
@attribute 'MFCC Overall Average1' numeric
@attribute 'Running Mean of MFCC Overall Average1' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation9' numeric
@attribute 'Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation1' numeric
@attribute 'MFCC Overall Standard Deviation1' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation3' numeric
@attribute 'Derivative of Running Mean of Spectral Flux Overall Average0' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation8' numeric
@attribute 'MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation6' numeric
@attribute 'Running Mean of MFCC Overall Average8' numeric
@attribute 'Running Mean of MFCC Overall Average2' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation4' numeric
@attribute 'MFCC Overall Average8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation0' numeric
@attribute 'MFCC Overall Average2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation10' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation6' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of MFCC Overall Average12' numeric
@attribute 'Derivative of Spectral Flux Overall Average0' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average3' numeric
@attribute 'Standard Deviation of MFCC Overall Average9' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation9' numeric
@attribute 'Standard Deviation of MFCC Overall Average10' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation4' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average12' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average7' numeric
@attribute 'Standard Deviation of MFCC Overall Average12' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation12' numeric
@attribute 'Standard Deviation of MFCC Overall Average7' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation7' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
175,8.584,8.623,7.862,7.896,6.773,7.977,8.804,7.795,8.878,8.422,8.488,7.76,8.377,8.55,7.374,8.247,8.172,8.839,8.457,7.83,8.139,8.209,2.783,6.314,8.517,2.743,6.067,8.715,7.179,7.721,7.412,6.352,7.48,6.271,8.291,5.278,6.383,7.124,8.103,2.706,5.581,2.402,5.663,8.667,7.21,2.365,6.035,6.415,7.049,7.151,0.01446,0.06443,0.07574,0.05268,0.02774,0.04046,0.08674,0.2616,0.1697,0.1397,0.1189,0.1293,0.15,0.09766,0.2706,0.2067,0.1084,0.16,0.1977,0.1885,0.2437,0.3057,0.2794,0.2881,0.2159,0.1791,0.2344,0.2969,0.4292,0.2251,0.4372,0.3321,0.2527,0.3235,0.3147,0.4127,0.421,0.405,0.3404,0.4451,0.3573,0.3487,0.4535,0.3736,0.462,0.3813,0.3896,0.3657,0.5248,0.3972,0.00512,0.000511,0.001669,0.01678,0.001685,963.7,-96.37,-98.01,0.001581,0.000211,0.000021,0.001726,0.0295,0.0327,0.02821,0.02899,0.0285,2.079,0.03774,0.000001,2.1,2.036,0.02961,0.03313,2.131,-1.116,2.126,-1.119,2.439,2.378,0.03218,1655,16540,1654,0.07119,2.821,2.415,0.4273,0.04066,0.5549,5.521,0.4606,1.189,1.046,1.219,7.417,7.627,1.016,42.64,2.281,6.137,0.03626,0,1.249,3.243,1.944,1.611,-2.136,1.173,2.611,1.787,-2.111,0.2612,1.22,1.369,20.68,1.446,1.007,1.387,1.506,1.581,1.591,0.000233,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster1
176,4.552,4.57,4.107,4.122,3.498,4.158,4.67,4.071,4.718,4.441,4.504,4.047,4.409,4.535,3.839,4.323,4.277,4.696,4.475,4.091,4.253,4.3,1.438,3.233,4.521,1.42,3.109,4.618,3.759,4.025,3.858,3.254,3.905,3.212,4.348,2.698,3.279,3.7,4.228,1.402,2.848,1.256,2.887,4.594,3.783,1.237,3.091,3.303,3.641,3.733,0.0143,0.06743,0.08016,0.05453,0.02801,0.04141,0.09275,0.307,0.1906,0.1547,0.13,0.1424,0.1668,0.1051,0.3191,0.2377,0.1175,0.1788,0.2259,0.2142,0.2838,0.3667,0.3312,0.343,0.2493,0.2024,0.2723,0.3547,0.5444,0.2608,0.555,0.4022,0.2953,0.3907,0.3785,0.5216,0.5332,0.5094,0.414,0.5659,0.4376,0.4258,0.5764,0.4609,0.5875,0.4728,0.485,0.4493,0.6684,0.4974,0.005534,0.000559,0.000853,0.008539,0.000861,1136,-113.6,-115,0.001478,0.000195,0.00002,0.001398,0.02627,0.02629,0.0218,0.02406,0.02177,1.881,0.03361,0,1.65,1.561,0.02653,0.02943,1.753,-0.4117,1.921,-0.4268,2.092,1.924,0.03172,1693,16930,1693,0.05241,2.734,2.222,1.99,0.04737,0.235,2.331,2.021,0.9298,0.7026,0.8915,11.51,11.65,0.9593,18.16,2.185,5.046,0.04032,0,1.073,3.818,1.855,1.52,-1.397,-0.2754,1.841,1.728,-1.388,0.1841,-0.2352,1.3,11.94,1.337,0.992,1.187,1.444,1.462,1.522,-0.000015,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
177,5.796,5.84,5.239,5.283,4.456,5.371,5.965,5.17,6.003,5.696,5.699,5.139,5.727,5.759,4.861,5.556,5.467,5.978,5.686,5.204,5.434,5.505,1.812,4.099,5.727,1.787,3.952,5.958,4.726,5.115,4.876,4.126,4.932,4.077,5.628,3.433,4.156,4.66,5.407,1.762,3.637,1.572,3.682,5.907,4.77,1.544,3.922,4.193,4.612,4.688,0.01623,0.0698,0.08195,0.05737,0.03068,0.04426,0.09364,0.2842,0.1835,0.1504,0.1279,0.1391,0.1616,0.1052,0.2933,0.2258,0.1166,0.1727,0.2153,0.2049,0.265,0.3319,0.3024,0.3121,0.236,0.1942,0.2554,0.3224,0.4709,0.2461,0.48,0.3606,0.2748,0.3513,0.3417,0.4535,0.4621,0.4445,0.369,0.4886,0.3863,0.377,0.4979,0.4058,0.5067,0.4164,0.4265,0.3957,0.5772,0.4358,0.006023,0.000606,0.001526,0.01513,0.00154,1190,-119,-119.8,0.002959,0.000412,0.000042,0.003046,0.02705,0.02712,0.02326,0.02546,0.02648,1.936,0.03557,-0.000001,1.689,1.872,0.03034,0.02915,1.904,-0.4168,2.114,-0.4427,2.139,1.999,0.0307,1650,16500,1649,0.08743,2.572,2.25,0.5608,0.06688,0.4745,4.71,0.5505,1.076,0.8699,0.8321,11.33,11.42,0.9448,34.54,3.122,6.594,0.04254,0,1.047,4.859,2.606,1.717,-0.4882,7.199,3.219,1.908,-0.4859,0.322,7.175,1.388,16.61,1.465,0.9128,1.025,1.519,1.578,1.659,0.000168,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
178,8.953,9.021,8.168,8.223,7.016,8.269,9.185,8.051,9.242,8.719,8.816,8.012,8.674,8.898,7.653,8.594,8.602,9.203,8.768,8.101,8.526,8.597,2.922,6.537,8.854,2.881,6.29,9.168,7.448,7.984,7.666,6.56,7.723,6.522,8.605,5.434,6.593,7.445,8.439,2.824,5.772,2.491,5.839,9.102,7.464,2.453,6.268,6.639,7.301,7.444,0.02227,0.1027,0.1214,0.084,0.04372,0.06458,0.1401,0.4692,0.2869,0.2319,0.1954,0.2136,0.2501,0.1587,0.4866,0.3606,0.1773,0.2685,0.3418,0.3239,0.433,0.555,0.5042,0.5214,0.3792,0.3055,0.4154,0.5385,0.8154,0.3972,0.833,0.608,0.4509,0.5877,0.5696,0.7826,0.799,0.7655,0.6264,0.8499,0.6626,0.6446,0.8664,0.6976,0.8833,0.7141,0.7312,0.6806,1.018,0.7486,0.007324,0.000732,0.001886,0.01886,0.001901,1004,-100.4,-101.4,0.002397,0.000326,0.000033,0.002385,0.02511,0.02577,0.02364,0.02264,0.02288,1.778,0.03351,0,1.766,1.675,0.02629,0.02602,1.638,-0.3851,1.939,-0.368,2.084,1.897,0.02902,1683,16830,1682,0.05388,3.428,2.327,0.9239,0.04674,0.3346,3.325,0.9678,0.7684,0.7824,1.059,9.433,9.444,0.8569,25.31,2.327,4.506,0.03888,0,0.8831,3.588,1.985,1.499,-0.8661,1.953,1.929,1.673,-0.8503,0.193,1.96,1.218,15.21,1.339,0.8093,1.172,1.346,1.398,1.471,0.000064,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
179,3.7,3.676,3.373,3.409,2.857,3.413,3.735,3.285,3.797,3.567,3.652,3.26,3.548,3.722,3.136,3.529,3.479,3.775,3.602,3.326,3.444,3.51,1.159,2.671,3.701,1.14,2.583,3.675,3.015,3.245,3.13,2.687,3.142,2.654,3.537,2.211,2.7,2.969,3.415,1.123,2.344,1.001,2.38,3.667,3.055,0.9846,2.571,2.711,2.945,2.986,0.01529,0.06864,0.08119,0.05616,0.02959,0.04314,0.09384,0.3195,0.1949,0.1565,0.1313,0.144,0.169,0.1063,0.3315,0.2451,0.1188,0.1817,0.2326,0.22,0.295,0.3803,0.3438,0.3559,0.2571,0.2075,0.2816,0.368,0.5619,0.2692,0.5754,0.4174,0.3074,0.4053,0.3935,0.5363,0.5495,0.5242,0.4292,0.59,0.4513,0.4406,0.603,0.4758,0.6141,0.4893,0.5013,0.463,0.7097,0.5126,0.00991,0.000994,0.001287,0.01294,0.001303,1126,-112.6,-114.5,0.001972,0.000247,0.000025,0.001775,0.02337,0.02326,0.0217,0.02223,0.0235,1.694,0.03683,0,1.567,1.745,0.02726,0.02704,1.702,0.6078,1.985,0.5859,1.981,1.729,0.02745,1651,16510,1651,0.06658,2.65,2.003,1.093,0.06541,0.4976,4.95,1.149,0.8175,0.7442,0.6702,5.747,5.827,0.6355,41.7,2.868,5.827,0.04233,0,0.696,5.024,2.84,1.776,-0.2235,1.498,2.411,2.062,-0.2195,0.2412,1.51,1.392,20.95,1.558,0.7616,0.664,1.55,1.605,1.751,0.000183,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
180,2.029,2.027,1.821,1.827,1.566,1.849,2.046,1.822,2.068,1.949,1.975,1.815,1.94,2.012,1.716,1.933,1.946,2.056,1.961,1.82,1.926,1.943,0.6428,1.459,1.991,0.6328,1.417,2.028,1.659,1.802,1.722,1.471,1.732,1.449,1.929,1.223,1.486,1.641,1.9,0.6228,1.288,0.5543,1.312,2.025,1.67,0.5455,1.404,1.502,1.634,1.65,0.005261,0.02204,0.02559,0.01834,0.009891,0.01434,0.02905,0.09403,0.05828,0.04703,0.03955,0.04325,0.05073,0.03241,0.09742,0.07191,0.03598,0.05458,0.06862,0.06531,0.08659,0.111,0.1009,0.1042,0.07539,0.06181,0.08284,0.1077,0.1663,0.07906,0.1705,0.1224,0.09035,0.1186,0.1146,0.1574,0.1616,0.1532,0.1261,0.1735,0.1333,0.1301,0.1763,0.1396,0.179,0.1425,0.1457,0.1363,0.2083,0.1492,0.003059,0.00031,0.000555,0.005524,0.000561,1193,-119.3,-121,0.001124,0.000156,0.000016,0.001124,0.02532,0.02472,0.02231,0.02151,0.02264,2.034,0.03324,0,1.653,1.613,0.02595,0.02513,1.553,0.6655,1.931,0.6498,1.801,1.773,0.03123,1641,16410,1640,0.04401,2.585,2.376,2.895,0.04474,0.3772,3.767,2.949,0.6446,0.5802,0.7741,4.767,4.861,1.087,38.05,2.169,4.543,0.03741,0,0.6864,3.623,2.062,1.593,-0.2575,4.789,1.655,1.792,-0.2588,0.1655,4.8,1.337,15.59,1.439,0.9214,0.6776,1.463,1.496,1.55,0.000137,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster2
181,15.37,15.43,14.13,14.19,12.12,14.27,15.76,13.93,15.92,15,15.21,13.85,14.93,15.34,13.17,14.76,14.67,15.88,15.09,14.03,14.56,14.73,5.028,11.32,15.3,4.956,10.87,15.57,12.86,13.78,13.24,11.36,13.4,11.27,14.8,9.483,11.42,12.69,14.47,4.877,10.01,4.339,10.16,15.49,12.96,4.264,10.81,11.49,12.56,12.77,0.02453,0.1103,0.1312,0.08887,0.04634,0.06755,0.1515,0.501,0.31,0.2518,0.2121,0.232,0.2715,0.1715,0.5204,0.3869,0.1918,0.291,0.3677,0.3483,0.4632,0.5971,0.5397,0.5588,0.4059,0.3288,0.4444,0.5779,0.8775,0.4251,0.8959,0.6532,0.4818,0.6347,0.6162,0.8407,0.8593,0.8214,0.6727,0.9139,0.7105,0.692,0.9305,0.7474,0.9475,0.7655,0.7837,0.7289,1.093,0.802,0.01146,0.001147,0.003857,0.03877,0.003889,845.4,-84.55,-85.25,0.003308,0.000387,0.000039,0.003535,0.02151,0.02139,0.01729,0.0197,0.0198,1.645,0.02721,0,1.244,1.453,0.02335,0.02478,1.425,0.567,1.776,0.543,1.769,1.587,0.02795,1591,15910,1591,0.04752,2.084,2.125,1.492,0.0463,0.3017,3.002,1.538,0.5625,0.6216,0.4101,3.832,3.777,0.7998,21.87,2.501,4.759,0.03439,0,0.6773,5.293,2.055,1.624,0.01304,2.326,2.373,1.76,-0.000782,0.2383,2.201,1.286,17.26,1.389,0.8498,0.7382,1.403,1.474,1.571,-0.00012,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster3
182,6.875,6.97,6.255,6.263,5.381,6.318,6.997,6.268,7.093,6.731,6.747,6.194,6.747,6.811,5.854,6.553,6.482,7.036,6.727,6.271,6.47,6.51,2.225,5.076,6.776,2.195,4.888,6.966,5.74,6.126,5.89,5.13,6.033,5.005,6.615,4.234,5.121,5.627,6.475,2.171,4.443,1.932,4.495,6.993,5.81,1.911,4.855,5.123,5.565,5.67,0.01366,0.05886,0.06905,0.04892,0.02624,0.03825,0.07927,0.2521,0.1598,0.1298,0.1095,0.1196,0.14,0.08938,0.2612,0.1978,0.09939,0.15,0.1888,0.1792,0.2343,0.301,0.2709,0.2807,0.2066,0.1697,0.225,0.2913,0.4447,0.2157,0.4544,0.3311,0.2432,0.3216,0.3112,0.4254,0.4352,0.4158,0.3398,0.4639,0.3576,0.3485,0.4733,0.3773,0.4805,0.3873,0.3964,0.3674,0.5506,0.4054,0.004695,0.000468,0.002292,0.02296,0.002304,974.2,-97.43,-97.85,0.002049,0.000312,0.000031,0.002213,0.02406,0.02352,0.01998,0.02417,0.02264,1.696,0.04212,-0.000001,1.429,1.613,0.02617,0.02613,1.69,0.07579,1.884,0.08255,1.872,1.7,0.03137,1609,16090,1609,0.05679,3.067,2.205,2.036,0.05039,0.4402,4.395,2.066,0.5504,0.4763,0.405,1.964,1.97,0.5452,31.08,2.903,4.027,0.04214,0,0.6094,3.632,2.495,1.84,-0.1726,2.004,2.16,2.228,-0.1794,0.2162,1.941,1.501,23.55,1.649,0.5491,0.5431,1.652,1.714,1.886,-0.000194,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
183,7.763,7.804,7.059,7.096,6.065,7.175,7.96,6.994,8.02,7.571,7.658,6.965,7.535,7.725,6.592,7.434,7.355,7.987,7.613,7.025,7.314,7.397,2.518,5.64,7.691,2.484,5.436,7.885,6.419,6.936,6.628,5.674,6.701,5.606,7.463,4.714,5.71,6.342,7.278,2.448,4.992,2.179,5.064,7.845,6.456,2.145,5.403,5.746,6.27,6.381,0.01342,0.06074,0.07215,0.04917,0.02558,0.03746,0.0834,0.2833,0.1728,0.1395,0.117,0.1282,0.1505,0.0946,0.294,0.2174,0.1059,0.1617,0.2062,0.1953,0.2616,0.3367,0.3048,0.3155,0.2286,0.1841,0.2505,0.3262,0.4889,0.2396,0.4992,0.3681,0.2724,0.3577,0.3472,0.4695,0.4793,0.4592,0.3779,0.5091,0.3988,0.388,0.5181,0.4198,0.5273,0.4304,0.4406,0.4094,0.6033,0.4498,0.008031,0.000804,0.002186,0.02199,0.002205,920.5,-92.05,-93.39,0.001904,0.000256,0.000026,0.001848,0.02745,0.02617,0.02359,0.02621,0.02379,1.874,0.0367,-0.000002,1.703,1.692,0.02905,0.02678,1.865,-0.2594,2.067,-0.2682,1.889,1.886,0.03155,1609,16090,1607,0.04502,2.662,2.3,3.542,0.03553,0.4009,4.001,3.572,0.8727,0.7203,0.6759,-0.3977,-0.403,0.7198,29.43,2.356,3.813,0.04163,0,0.7424,2.727,2.085,1.767,-0.6189,0.5046,1.779,1.986,-0.6164,0.1781,0.5244,1.502,20.06,1.55,0.7602,0.5898,1.671,1.689,1.778,-0.000026,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
184,9.015,9.033,8.332,8.33,7.062,8.34,9.31,8.218,9.382,8.809,9.009,8.134,8.735,9.024,7.662,8.65,8.617,9.365,8.912,8.295,8.56,8.646,2.909,6.596,9.038,2.875,6.334,9.147,7.584,8.06,7.704,6.627,7.824,6.569,8.654,5.569,6.67,7.425,8.495,2.841,5.878,2.515,5.927,9.08,7.626,2.475,6.295,6.73,7.298,7.509,0.03108,0.1486,0.1774,0.1195,0.06072,0.09012,0.2053,0.6988,0.4267,0.3433,0.2869,0.3148,0.3716,0.2324,0.7236,0.5324,0.2595,0.3996,0.5049,0.4787,0.6481,0.8356,0.75,0.7775,0.5611,0.4525,0.6196,0.8061,1.232,0.5904,1.261,0.9128,0.6745,0.8889,0.8631,1.179,1.205,1.156,0.9373,1.291,0.9928,0.9638,1.318,1.054,1.342,1.084,1.112,1.023,1.572,1.134,0.02016,0.002016,0.002861,0.02873,0.002885,938.7,-93.87,-94.84,0.003358,0.000362,0.000036,0.00274,0.02581,0.02338,0.02139,0.02187,0.02444,1.96,0.03214,0,1.576,1.787,0.0268,0.02879,1.655,0.2278,1.954,0.2347,2.09,1.691,0.02796,1628,16280,1628,0.05424,2.382,2.128,2.634,0.04634,0.4712,4.686,2.633,0.7526,0.8187,0.7385,2.392,2.346,0.9686,38.5,2.4,5.903,0.04091,0,0.6618,3.648,2.14,1.699,-1.534,3.498,1.892,1.944,-1.53,0.1894,3.553,1.403,20.82,1.494,0.8191,0.9282,1.568,1.573,1.673,0.000221,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster3
